year,month,day,date,latitude,longitude,zon_winds,mer_winds,humidity,air_temp,ss_temp
81,1,30,810130,0.0,-109.56,-3.4,3.2,,23.17,22.97
81,1,31,810131,0.0,-109.56,-2.3,2.5,,23.23,23.15
81,2,1,810201,0.0,-109.56,-2.7,2.8,,23.29,23.07
81,2,2,810202,0.0,-109.56,-4.2,2.0,,23.24,23.09
81,2,3,810203,0.0,-109.56,-3.9,2.8,,23.19,23.11
81,2,4,810204,0.0,-109.56,-3.2,2.8,,23.2,23.12
81,2,5,810205,0.0,-109.56,-1.3,1.6,,22.92,23.2
81,2,6,810206,0.0,-109.56,-1.1,2.6,,23.52,24.19
81,2,7,810207,0.01,-109.56,-2.3,4.4,,24.42,25.33
81,2,8,810208,0.01,-109.56,-4.6,4.2,,24.71,25.73
81,2,9,810209,0.01,-109.56,-5.9,2.7,,24.97,25.81
81,2,10,810210,0.01,-109.56,-5.5,2.4,,24.81,25.69
81,2,11,810211,0.01,-109.56,-3.3,3.2,,24.53,25.59
81,2,12,810212,0.01,-109.56,-4.5,3.0,,24.5,25.32
81,2,13,810213,0.01,-109.56,-5.1,2.2,,24.31,24.65
81,2,14,810214,0.01,-109.56,-4.5,1.1,,23.65,23.83
81,2,15,810215,0.01,-109.56,-2.7,2.4,,23.52,23.69
81,2,16,810216,0.01,-109.56,-2.9,3.4,,23.57,23.37
81,2,17,810217,0.01,-109.56,-1.8,1.6,,23.52,23.38
81,2,18,810218,0.01,-109.56,-1.0,2.1,,23.85,23.67
81,2,19,810219,0.01,-109.56,-3.4,2.0,,23.56,23.61
81,2,20,810220,0.01,-109.56,-3.3,2.6,,23.86,23.65
81,2,21,810221,0.01,-109.56,-3.9,1.5,,23.91,23.87
81,2,22,810222,0.01,-109.56,-3.9,1.4,,23.71,23.95
81,2,23,810223,0.01,-109.56,-2.6,2.2,,23.94,23.96
81,2,24,810224,0.01,-109.56,-3.2,1.4,,24.05,24.14
81,2,25,810225,0.01,-109.56,-4.4,1.8,,23.93,23.87
81,2,26,810226,0.01,-109.56,-3.5,1.5,,24.01,24.0
81,2,27,810227,0.01,-109.56,-3.1,1.8,,24.04,24.1
81,2,28,810228,0.01,-109.56,-3.5,2.0,,24.14,24.0
81,3,1,810301,0.01,-109.56,-2.8,1.8,,24.09,24.38
81,3,2,810302,0.01,-109.56,-1.7,2.2,,24.62,24.65
81,3,3,810303,0.01,-109.56,-1.7,2.6,,24.09,23.78
81,3,4,810304,0.01,-109.56,-0.9,0.9,,23.98,23.83
81,3,5,810305,0.01,-109.56,-1.4,1.7,,24.1,23.43
81,3,6,810306,0.01,-109.56,-0.5,2.4,,24.27,24.32
81,3,7,810307,0.01,-109.56,-0.2,0.8,,24.76,24.59
81,3,8,810308,0.01,-109.56,-0.1,2.6,,25.1,25.05
81,3,9,810309,0.01,-109.56,-0.3,2.5,,24.59,24.37
81,3,10,810310,0.01,-109.56,-1.0,2.0,,24.43,24.38
81,3,11,810311,0.01,-109.56,-0.8,1.2,,24.47,24.4
81,3,12,810312,0.01,-109.56,1.1,2.6,,24.51,24.37
81,3,13,810313,0.01,-109.56,0.6,3.0,,24.58,24.54
81,3,14,810314,0.01,-109.56,0.6,3.2,,24.8,24.8
81,3,15,810315,0.01,-109.56,-0.7,3.3,,25.06,25.16
81,3,16,810316,0.01,-109.56,0.5,2.0,,25.28,26.29
81,3,17,810317,0.01,-109.56,-0.6,2.7,,26.14,27.28
81,3,18,810318,0.01,-109.56,0.9,3.4,,26.44,26.97
81,3,19,810319,0.01,-109.56,-2.0,2.7,,25.78,26.86
81,3,20,810320,0.01,-109.56,-0.4,1.6,,25.66,27.53
81,3,21,810321,0.01,-109.56,0.8,2.5,,25.86,27.71
81,3,22,810322,0.01,-109.56,2.8,1.3,,25.78,27.64
81,3,23,810323,0.01,-109.56,0.2,5.3,,26.56,27.54
81,3,24,810324,0.01,-109.56,-3.6,4.4,,27.2,27.45
81,3,25,810325,0.01,-109.56,-2.9,1.1,,26.71,27.46
81,3,26,810326,0.01,-109.56,-5.2,0.9,,26.9,27.41
81,3,27,810327,0.01,-109.56,-5.1,1.1,,26.59,27.08
81,3,28,810328,0.01,-109.56,-4.4,0.9,,26.35,26.91
81,3,29,810329,0.01,-109.56,-3.3,1.8,,26.08,26.62
81,3,30,810330,0.01,-109.56,-3.9,3.2,,25.98,
81,3,31,810331,0.01,-109.56,-3.0,4.5,,25.93,
81,4,1,810401,0.01,-109.56,-2.2,2.2,,25.67,
81,4,2,810402,0.01,-109.56,-3.6,1.3,,25.6,
81,4,3,810403,0.01,-109.56,-3.0,1.9,,25.4,
81,4,4,810404,0.01,-109.56,-3.4,1.3,,25.48,
81,4,5,810405,0.01,-109.56,-3.9,0.3,,25.48,
81,4,6,810406,0.01,-109.56,-3.0,0.4,,25.58,
81,4,7,810407,0.01,-109.56,-2.1,0.9,,25.55,
81,4,8,810408,0.01,-109.56,-3.5,2.4,,25.21,
81,4,9,810409,0.01,-109.56,-3.8,2.4,,25.45,
81,4,10,810410,0.01,-109.56,-2.8,0.6,,25.69,
81,4,11,810411,0.01,-109.56,-3.8,0.5,,25.44,
81,4,12,810412,0.01,-109.56,-2.4,1.8,,25.78,
81,4,13,810413,0.01,-109.56,-2.9,2.0,,25.46,
81,4,14,810414,0.01,-109.56,-2.8,-0.9,,25.44,
81,4,15,810415,0.01,-109.56,-2.8,0.6,,25.41,
81,4,16,810416,0.01,-109.56,-3.0,0.3,,25.54,
81,4,17,810417,0.01,-109.56,-2.1,1.1,,25.67,
81,4,18,810418,0.01,-109.56,-2.1,2.8,,25.77,
81,4,19,810419,0.01,-109.56,-2.3,3.3,,25.97,
81,4,20,810420,0.01,-109.56,-4.0,0.9,,25.83,
81,4,21,810421,0.01,-109.56,-3.7,1.6,,25.97,
81,4,22,810422,0.01,-109.56,-4.4,3.2,,26.28,
81,4,23,810423,0.01,-109.56,-6.1,3.2,,26.37,
81,4,24,810424,0.01,-109.56,-6.2,3.1,,26.2,
81,4,25,810425,0.01,-109.56,-4.8,2.0,,25.89,
81,4,26,810426,0.01,-109.56,-4.8,2.8,,25.86,
81,4,27,810427,0.01,-109.56,-5.2,1.3,,25.63,
81,4,28,810428,0.01,-109.56,-3.1,2.3,,25.13,
81,4,29,810429,0.01,-109.56,-0.6,3.5,,25.53,
81,4,30,810430,0.01,-109.56,-0.9,4.0,,25.67,
81,5,1,810501,0.01,-109.56,-1.0,3.9,,25.48,
81,5,2,810502,0.01,-109.56,-1.6,4.0,,25.63,
81,5,3,810503,0.01,-109.56,-2.3,3.9,,25.68,
81,5,4,810504,0.01,-109.56,-3.2,5.1,,25.5,
81,5,5,810505,0.01,-109.56,-4.5,4.8,,25.68,
81,5,6,810506,0.01,-109.56,-3.8,3.7,,25.75,
81,5,7,810507,0.01,-109.56,-2.6,1.7,,25.35,
81,5,8,810508,0.01,-109.56,-3.3,0.8,,25.5,
81,5,9,810509,0.01,-109.56,-3.4,1.0,,25.48,
81,5,10,810510,0.01,-109.56,-2.4,3.5,,25.32,
81,5,11,810511,0.01,-109.56,-4.3,4.1,,25.43,
81,5,12,810512,0.01,-109.56,-6.3,3.5,,25.61,
81,5,13,810513,0.01,-109.56,-5.7,3.2,,25.51,
81,5,14,810514,0.01,-109.56,-4.6,2.7,,25.19,
81,5,15,810515,0.01,-109.56,-3.7,3.0,,25.19,
81,5,16,810516,0.01,-109.56,-3.7,2.7,,25.18,
81,5,17,810517,0.01,-109.56,-5.6,3.7,,25.47,
81,5,18,810518,0.01,-109.56,-4.6,1.8,,25.19,
81,5,19,810519,0.01,-109.56,-4.5,1.9,,25.08,
81,5,20,810520,0.01,-109.56,-4.7,1.5,,24.94,
81,5,21,810521,0.01,-109.56,-2.5,2.7,,24.97,
81,5,22,810522,0.01,-109.56,-1.7,3.4,,24.95,
81,5,23,810523,0.01,-109.56,-4.1,3.4,,24.9,
81,5,24,810524,0.01,-109.56,-4.6,3.2,,24.78,
81,5,25,810525,0.01,-109.56,-4.8,3.2,,24.86,
81,5,26,810526,0.01,-109.56,-4.1,3.4,,24.78,
81,5,27,810527,0.01,-109.56,-4.1,5.6,,24.71,
81,5,28,810528,0.01,-109.56,-2.5,4.3,,24.27,
81,5,29,810529,0.01,-109.56,-2.8,3.4,,23.94,
81,5,30,810530,0.01,-109.56,-3.0,3.4,,23.69,
81,5,31,810531,0.01,-109.56,-2.4,2.0,,23.7,
81,6,1,810601,0.01,-109.56,-3.2,1.3,,23.92,
81,6,2,810602,0.01,-109.56,-3.9,0.1,,23.71,
81,6,3,810603,0.01,-109.56,-4.6,1.6,,23.68,
81,6,4,810604,0.01,-109.56,-3.6,2.4,,23.72,
81,6,5,810605,0.01,-109.56,-4.3,2.3,,23.62,
81,6,6,810606,0.01,-109.56,-3.6,1.8,,23.47,
81,6,7,810607,0.01,-109.56,-4.2,0.3,,23.21,
81,6,8,810608,0.01,-109.56,-3.8,1.0,,23.2,
81,6,9,810609,0.01,-109.56,-3.5,0.8,,23.31,
81,6,10,810610,0.01,-109.56,-3.7,0.8,,23.46,
81,6,11,810611,0.01,-109.56,-4.4,2.0,,23.8,
81,6,12,810612,0.01,-109.56,-4.1,0.8,,23.91,
81,6,13,810613,0.01,-109.56,-5.1,2.0,,24.11,
81,6,14,810614,0.01,-109.56,-4.8,1.0,,23.9,
81,6,15,810615,0.01,-109.56,-5.0,1.3,,23.78,
81,6,16,810616,0.01,-109.56,-3.7,2.2,,23.9,
81,6,17,810617,0.01,-109.56,-4.1,1.5,,24.4,
81,6,18,810618,0.01,-109.56,-4.9,3.0,,24.99,
81,6,19,810619,0.01,-109.56,-5.9,3.9,,24.85,
81,6,20,810620,0.01,-109.56,-6.9,3.6,,24.87,
81,6,21,810621,0.01,-109.56,-7.2,3.6,,24.78,
81,6,22,810622,0.01,-109.56,-7.2,3.5,,24.71,
81,6,23,810623,0.01,-109.56,-6.6,3.2,,24.45,
81,6,24,810624,0.01,-109.56,-4.7,3.3,,24.38,
81,6,25,810625,0.01,-109.56,-3.6,4.4,,23.97,
81,6,26,810626,0.01,-109.56,-2.6,4.0,,23.67,
81,6,27,810627,0.01,-109.56,-1.8,3.6,,23.53,
81,6,28,810628,0.01,-109.56,-1.7,3.8,,23.51,
81,6,29,810629,0.01,-109.56,-3.0,3.7,,23.64,
81,6,30,810630,0.01,-109.56,-3.9,2.8,,23.78,
81,7,1,810701,0.01,-109.56,-5.8,2.0,,23.66,
81,7,2,810702,0.01,-109.56,-5.6,1.7,,23.42,
81,7,3,810703,0.01,-109.56,-4.7,2.2,,23.26,
81,7,4,810704,0.01,-109.56,-3.9,2.3,,23.24,
81,7,5,810705,0.01,-109.56,-4.4,3.1,,23.07,
81,7,6,810706,0.01,-109.56,-4.7,3.1,,23.36,
81,7,7,810707,0.01,-109.56,-5.1,4.3,,23.47,
81,7,8,810708,0.01,-109.56,-4.9,4.3,,23.59,
81,7,9,810709,0.01,-109.56,-4.0,3.7,,23.6,
81,7,10,810710,0.01,-109.56,-3.8,3.1,,23.83,
81,7,11,810711,-0.04,-109.66,-5.1,2.8,,23.74,
81,7,12,810712,-0.04,-109.66,-4.9,2.7,,23.31,23.86
81,7,13,810713,-0.04,-109.66,-4.1,1.6,,23.2,23.59
81,7,14,810714,-0.04,-109.66,-4.5,4.2,,23.07,23.55
81,7,15,810715,-0.04,-109.66,-5.5,2.0,,23.04,23.83
81,7,16,810716,-0.04,-109.66,-5.3,1.4,,22.82,23.45
81,7,17,810717,-0.04,-109.66,-4.6,1.5,,22.57,22.63
81,7,18,810718,-0.04,-109.66,-1.9,0.6,,22.56,22.41
81,7,19,810719,-0.04,-109.66,-3.7,0.2,,22.62,22.51
81,7,20,810720,-0.04,-109.66,-4.3,1.1,,22.5,22.39
81,7,21,810721,-0.04,-109.66,-5.6,1.0,,22.35,22.35
81,7,22,810722,-0.04,-109.66,-5.1,1.2,,22.35,22.6
81,7,23,810723,-0.04,-109.66,-5.1,1.0,,22.51,22.88
81,7,24,810724,-0.04,-109.66,-4.8,1.0,,22.56,22.87
81,7,25,810725,-0.04,-109.66,-5.1,1.5,,22.09,22.33
81,7,26,810726,-0.04,-109.66,-5.5,2.0,,21.75,21.68
81,7,27,810727,-0.04,-109.66,-4.8,1.5,,21.49,21.54
81,7,28,810728,-0.04,-109.66,-6.0,2.9,,21.51,21.51
81,7,29,810729,-0.04,-109.66,-5.2,1.9,,21.03,20.95
81,7,30,810730,-0.04,-109.66,-3.3,0.4,,20.72,20.56
81,7,31,810731,-0.04,-109.66,-4.5,0.8,,20.51,20.41
81,8,1,810801,-0.04,-109.66,-5.0,0.7,,20.29,20.08
81,8,2,810802,-0.04,-109.66,-3.9,0.1,,20.11,19.98
81,8,3,810803,-0.04,-109.66,-1.6,0.3,,20.36,20.12
81,8,4,810804,-0.04,-109.66,-2.8,2.3,,20.51,20.32
81,8,5,810805,-0.04,-109.66,-2.2,1.3,,20.52,20.35
81,8,6,810806,-0.04,-109.66,-3.2,1.7,,20.55,20.48
81,8,7,810807,-0.04,-109.66,-4.6,0.8,,20.34,20.38
81,8,8,810808,-0.04,-109.66,-4.6,-0.6,,20.21,20.28
81,8,9,810809,-0.04,-109.66,-5.4,0.7,,20.2,20.31
81,8,10,810810,-0.04,-109.66,-6.4,1.3,,20.07,19.7
81,8,11,810811,-0.04,-109.66,-3.9,0.4,,19.93,19.67
81,8,12,810812,-0.04,-109.66,-2.2,0.6,,20.14,20.36
81,8,13,810813,-0.04,-109.66,-3.6,2.0,,20.74,20.81
81,8,14,810814,-0.04,-109.66,-2.9,0.8,,20.87,21.12
81,8,15,810815,-0.04,-109.66,-6.1,1.3,,21.17,21.1
81,8,16,810816,-0.04,-109.66,-5.9,0.6,,20.68,21.11
